ID,SAMN03477196,SAMN10366346,SAMN04455177,SAMN04901736,SAMEA91129168,SAMN07702427,SAMN03861576,SAMN07812345,SAMEA4064249,SAMN02645730,SAMN06346037,SAMN02368524,SAMN03959556,SAMN03702093,SAMN07816686,SAMN07180545,SAMN04518085,SAMN06899404,SAMN07734921,SAMN07420420,SAMN07500625,SAMN09848253,SAMN09651392,SAMN03269463,SAMN06602845,SAMN03573394,SAMN02844541,SAMN08001085,SAMN02844446,SAMN02403422,SAMN03431311,SAMN07342214,SAMEA1572008,SAMEA2228078,SAMN07528637,SAMEA4731308,SAMN07812441,SAMN07518806,SAMN08239874,SAMN08326657,SAMN06250983,SAMN02894000,SAMN04600462,SAMN09244213,SAMN03479280,SAMN09463346,SAMN03476448,SAMN07718808,SAMEA25964668,SAMN08798105,SAMN04858548,SAMN08796047,SAMN08798113,SAMN08797637,SAMN08797658,SAMN07419683,SAMN08970397,SAMEA4969793,SAMN07455834,SAMN09914078,SAMN09650494,SAMN04883174,SAMN04576714,SAMN03359749,SAMN08114260,SAMN08967090,SAMN08828207,SAMN05875578,SAMN03798175,SAMN08522210,SAMN02345386,SAMN08773502,SAMN10079363,SAMN06333902,SAMN07551802,SAMN09476521,SAMN04933547,SAMN02844694,SAMN06957049,SAMN07342313,SAMN02767003,SAMN08275883,SAMN04363045,SAMN03098741,SAMN09681767,SAMN07274008,SAMN04600124,SAMN10134229,SAMN09377484,SAMN05201929,SAMN09474890,SAMN06090728,SAMN05894824,SAMEA3572894,SAMEA4064215,SAMN06034003,SAMN10241167,SAMN03479973,SAMN06758858,SAMEA20275918
SAMN02802251,0.0365391,0.016409,0.0176767,0.0168105,0.0171554,0.0166627,0.0167422,0.0169364,0.0210591,0.0161582,0.0163866,0.0195183,0.0200363,0.01898,0.0149759,0.0146367,0.0144562,0.0151713,0.0138036,0.0161139,0.0150391,0.0145592,0.0151289,0.0147301,0.0146108,0.0141857,0.0141756,0.0135558,0.0142518,0.0146419,0.0146419,0.0169708,0.0181615,0.01602,0.0158007,0.0158608,0.0117021,0.012358,0.0135706,0.0137438,0.0137886,0.0113618,0.0116976,0.0122697,0.0125875,0.0116841,0.0150074,0.0126064,0.0117293,0.0120115,0.0118335,0.0118426,0.01177,0.0117927,0.0117745,0.0118426,0.0118063,0.0119109,0.0119383,0.0119246,0.0118153,0.0118517,0.011838,0.0118471,0.0118471,0.0118471,0.0119886,0.0120069,0.0103393,0.0108876,0.0106373,0.0109397,0.00206173,0.00292632,0.0055032,0.00522909,0.0105902,0.0103689,0.0102298,0.0103901,0.0102382,0.0102929,0.0121217,0.011612,0.0120115,0.0103901,0.011879,0.0119291,0.0119565,0.0128911,0.0117067,0.011612,0.0116075,0.0119886,0.0118744,0.0120619,0.0120023,0.0115626,0.0132427,0.0121725
SAMN02645759,0.0360591,0.0167024,0.018077,0.0169192,0.0168562,0.0171265,0.0169077,0.0172773,0.021196,0.0161527,0.0162359,0.0194416,0.0197177,0.0188675,0.0136694,0.0151448,0.0141756,0.0146885,0.0136002,0.0154166,0.0145334,0.0145592,0.0150074,0.0146834,0.0146264,0.0139536,0.0143691,0.0140341,0.0142314,0.0145592,0.0143691,0.0172134,0.0181313,0.0158226,0.0156485,0.0156322,0.0116976,0.0123254,0.0134378,0.0136002,0.0136199,0.0115402,0.0114508,0.0119565,0.0125076,0.012228,0.014616,0.0125922,0.0116435,0.0119155,0.0117157,0.0117293,0.0116345,0.0116435,0.0116525,0.0117428,0.0116751,0.0117881,0.0117021,0.011648,0.0117383,0.0117881,0.01177,0.0117881,0.0117791,0.01177,0.0119155,0.0119611,0.010556,0.0111805,0.0103816,0.0108832,0.0112731,0.012016,0.0110575,0.0108789,0.0117745,0.0107534,0.0106202,0.0107836,0.0107966,0.0108009,0.0120436,0.011621,0.0120206,0.0101082,0.0117293,0.0115134,0.0114776,0.0123953,0.0115402,0.0112953,0.0115223,0.0117519,0.011433,0.0117112,0.0116661,0.0112025,0.01281,0.0117021
SAMN07469592,0.0354467,0.0162638,0.0168963,0.0152191,0.0167137,0.0168219,0.0167137,0.0169192,0.0212441,0.0164203,0.0164652,0.0194224,0.0195247,0.0183863,0.0140643,0.0126866,0.0126583,0.0133889,0.0108659,0.0125452,0.011384,0.0104283,0.0120023,0.0119109,0.0118199,0.0117564,0.0123813,0.0120987,0.0110269,0.0121863,0.0125969,0.0184904,0.0188675,0.0164315,0.0162916,0.016314,0.0120665,0.0125687,0.0138036,0.0138735,0.0138935,0.0143742,0.013541,0.014318,0.0149969,0.0139737,0.0166854,0.0145231,0.0137836,0.0140895,0.0138985,0.0139085,0.0138285,0.0138385,0.0138285,0.0139135,0.0138535,0.0139637,0.0138285,0.0138135,0.0136991,0.0137289,0.0137289,0.013724,0.013724,0.013724,0.0138485,0.0138885,0.0137538,0.0131265,0.012564,0.0133889,0.0140996,0.0150443,0.0137041,0.0134378,0.0144357,0.0140744,0.0133011,0.0133352,0.0133352,0.0133498,0.012358,0.0132962,0.0140391,0.0129677,0.0141452,0.0142823,0.0142212,0.0151766,0.0140895,0.0141857,0.0143896,0.0146782,0.0144408,0.0146574,0.0145385,0.0140845,0.0156647,0.014616
SAMN10103512,0.035716,0.0161084,0.0169766,0.016314,0.016314,0.0158226,0.0158335,0.0160586,0.0203592,0.0153631,0.0158171,0.0185518,0.0187742,0.0183741,0.0139085,0.0140341,0.014135,0.0149076,0.0132378,0.0155242,0.0143844,0.0142925,0.0148553,0.0144306,0.0142976,0.0139737,0.0140593,0.0138485,0.0140441,0.0140794,0.0142976,0.016136,0.017359,0.0152191,0.0151289,0.0151872,0.0114955,0.012265,0.0133987,0.0135755,0.0136002,0.0116841,0.0103562,0.010788,0.0100832,0.00855738,0.0141047,0.0116165,0.0105389,0.0110532,0.0108312,0.0108225,0.0107405,0.0107577,0.0107448,0.0108702,0.010788,0.0108876,0.0109354,0.0109049,0.0107534,0.0107966,0.010775,0.010775,0.0107836,0.0107836,0.0109571,0.0110051,0.0104665,0.0108572,0.0105304,0.0109223,0.0106631,0.0115851,0.0106545,0.0103816,0.0108355,0.0106202,0.0104495,0.0106202,0.0106416,0.0106588,0.011603,0.01104,0.0114196,0.00997084,0.0109528,0.01104,0.0110926,0.0121356,0.0108442,0.0108096,0.0109658,0.0111893,0.0110095,0.0111673,0.0110751,0.0106631,0.0122141,0.0111409
SAMN04313600,0.03547,0.0154381,0.0173181,0.0160863,0.0164427,0.015987,0.0159101,0.0161859,0.0203791,0.0157408,0.0158882,0.0187432,0.0188675,0.0182463,0.0141857,0.0140794,0.0132864,0.0139285,0.0130638,0.015113,0.0140341,0.0137488,0.0141908,0.0138285,0.013714,0.0134133,0.0139035,0.0130782,0.0134869,0.0139436,0.0136199,0.0164539,0.0172773,0.0153738,0.0151766,0.015251,0.0102256,0.0108485,0.0120573,0.0122419,0.0122743,0.0115268,0.0112776,0.0119109,0.0114687,0.0110138,0.0137886,0.0118744,0.0111057,0.0114107,0.0111981,0.0112025,0.0111057,0.0111541,0.0111453,0.0112113,0.0111497,0.0112687,0.0113218,0.011282,0.0111761,0.0112113,0.0111893,0.0111893,0.0112113,0.0112069,0.0113529,0.0114107,0.0102172,0.0108182,0.0103351,0.0108182,0.0109397,0.0115268,0.0106287,0.0102676,0.0110882,0.0110619,0.0104495,0.0106202,0.0105645,0.0106373,0.0071133,0.000392901,0.000768164,0.00896343,0.00910993,0.00935789,0.0094022,0.0100457,0.00886505,0.00876716,0.0087867,0.00922153,0.00894371,0.00970702,0.00913777,0.00870866,0.0103562,0.00927356
SAMEA788089,0.0359167,0.0158937,0.0170514,0.016482,0.0161416,0.0160255,0.0162081,0.0164539,0.0204589,0.015965,0.0160255,0.0194352,0.0192191,0.0184659,0.0138685,0.0143333,0.0137389,0.0144973,0.0128768,0.0152776,0.0140895,0.0145489,0.014673,0.0142212,0.0140895,0.0138085,0.0139787,0.0134771,0.0136545,0.0143231,0.0141756,0.0164989,0.0173824,0.0154596,0.0152723,0.015315,0.0113751,0.0121033,0.0132573,0.0134476,0.013482,0.0115089,0.0109528,0.011639,0.0118608,0.0111189,0.00462398,0.00187636,0.00066608,0.000349035,0.000148309,0.000141101,5.72459e-05,5.48565e-05,4.29151e-05,0.00016033,0.000112301,0.000225399,0.000720777,0.000813186,0.000599203,0.000621465,0.000584379,0.000599203,0.000609093,0.00061899,0.000753185,0.000810681,0.0109267,0.0112776,0.0108312,0.011344,0.0111541,0.0122048,0.0109615,0.0105176,0.0114018,0.0112731,0.0110663,0.0111981,0.0112025,0.0112113,0.0119063,0.0115134,0.0118653,0.0106802,0.0118017,0.0115851,0.0115313,0.0126961,0.0116075,0.01104,0.0111849,0.0113396,0.011097,0.0113174,0.0111629,0.0107621,0.0126347,0.0113707
SAMN08743551,0.0362143,0.017196,0.0182949,0.0172482,0.017167,0.0172018,0.017289,0.017529,0.0212992,0.0167649,0.0168676,0.0197436,0.019679,0.0192635,0.0143435,0.0156756,0.0139737,0.014446,0.0140441,0.014673,0.0151554,0.0151925,0.0155835,0.015283,0.0151766,0.0146834,0.0147353,0.0147457,0.0149076,0.0151448,0.0149969,0.0173415,0.0185702,0.0169823,0.0168048,0.0167592,0.0123254,0.0126866,0.0139486,0.0140593,0.0140996,0.0119383,0.0119155,0.0124327,0.0122002,0.0119748,0.0119109,0.012791,0.0119931,0.0123208,0.0121402,0.0121494,0.0120619,0.0120849,0.0120849,0.0121679,0.0121033,0.0122233,0.0121217,0.0120803,0.0123022,0.0123347,0.0123022,0.0123161,0.0123301,0.0123254,0.0124748,0.0125076,0.0107362,0.0115716,0.0107966,0.0112201,0.0120941,0.0114687,0.0112731,0.011313,0.0115223,0.0108615,0.0109223,0.0109964,0.0110095,0.0110269,0.0108269,0.010234,0.0107664,0.006974,0.0056385,0.001114,0.00115999,0.00361649,0.00297472,0.00302325,0.0033057,0.00322453,0.00261087,0.00330861,0.00309199,0.00271725,0.004369,0.00331152
SAMN04364080,0.0357631,0.0158937,0.0168562,0.0162861,0.0163586,0.0161471,0.016136,0.0164034,0.0204789,0.0159595,0.0160366,0.0194607,0.0196146,0.0185641,0.0140542,0.0143486,0.0139536,0.0147197,0.012872,0.0152138,0.0139386,0.0145747,0.0146834,0.0142212,0.0140996,0.0136793,0.0140039,0.0135115,0.0136645,0.0144049,0.0141756,0.0166174,0.0173415,0.0154059,0.0151925,0.015267,0.0113929,0.0121448,0.0132864,0.0134722,0.0135066,0.0115492,0.0108919,0.0115896,0.0118699,0.0110226,0.00506466,0.00172476,0.000601675,0.000765667,0.000569569,0.000562169,0.000557238,0.000579441,0.000572037,0.000589319,0.000539989,0.000653674,0.000222984,0.000307717,3.09826e-05,6.44162e-05,3.57545e-05,5.00789e-05,9.31296e-05,8.83404e-05,0.000179582,0.00028831,0.0109223,0.0113086,0.0106159,0.0113618,0.0111673,0.0122187,0.0105048,0.0102214,0.011612,0.0113086,0.0110532,0.0111805,0.0112025,0.0112069,0.0119383,0.0115402,0.0118881,0.0106716,0.0116661,0.0117972,0.0117609,0.0129054,0.01163,0.0111189,0.0112334,0.0115268,0.0113352,0.0115626,0.0114152,0.0109876,0.0128529,0.0116075
SAMN02847407,0.0352029,0.0161527,0.0175349,0.0162137,0.0165045,0.0166513,0.0165948,0.0167194,0.0212097,0.0162582,0.0162526,0.0193651,0.0197242,0.0185826,0.0145643,0.0135558,0.0133498,0.014135,0.0115986,0.0138835,0.0127245,0.0117519,0.0129629,0.0127862,0.0126772,0.0125593,0.012753,0.0126441,0.0121679,0.0125311,0.0125264,0.0182281,0.0185702,0.0166344,0.0164371,0.0164989,0.0130879,0.0136595,0.0149129,0.0150232,0.0150496,0.0143384,0.0145128,0.0150443,0.0152723,0.0142467,0.0174175,0.015251,0.0144665,0.0147561,0.0145643,0.0145747,0.0145179,0.0145334,0.0145179,0.0145953,0.0145385,0.0146885,0.0146574,0.0146471,0.0145334,0.014554,0.0145489,0.014554,0.0145489,0.0145489,0.0146937,0.0147457,0.0139135,0.0142365,0.0134329,0.0139285,0.0141756,0.0150549,0.0140794,0.0138435,0.0146419,0.01441,0.0136249,0.0137886,0.0137886,0.0138036,0.0126961,0.0136002,0.0143027,0.0135016,0.0147249,0.0145231,0.0145231,0.0155188,0.0145128,0.0143998,0.0146264,0.014585,0.0146574,0.0149129,0.0147874,0.0143537,0.015839,0.0148291
SAMN02847799,0.036527,0.0108572,0.0120757,0.0111233,0.0109093,0.00244425,0.00266958,0.00243596,0.0151236,0.0101543,0.0102634,0.0132378,0.0127435,0.0119383,0.017324,0.0177063,0.017653,0.0184904,0.0160476,0.0182342,0.0170918,0.0175703,0.0176116,0.0171207,0.0170111,0.0168848,0.0165778,0.0165722,0.0167479,0.0168505,0.0166457,0.0191056,0.0203393,0.0182099,0.0180048,0.0180589,0.0159101,0.0165778,0.0177182,0.0179148,0.0179567,0.0171728,0.0164933,0.0165948,0.0171728,0.015976,0.019416,0.0175114,0.0166627,0.0169364,0.0167763,0.0167877,0.016691,0.0167081,0.0166967,0.0167991,0.0167194,0.0168505,0.0168562,0.0168219,0.0167137,0.0167479,0.0167308,0.0167251,0.0167365,0.0167194,0.0168734,0.0168848,0.0162526,0.0171033,0.016623,0.0166967,0.0167024,0.0178014,0.0165722,0.0162638,0.0168391,0.0170514,0.0168048,0.0169478,0.0169593,0.0169651,0.0162638,0.0168219,0.0172134,0.0162805,0.0171149,0.0174175,0.0173531,0.0184414,0.017196,0.0172076,0.0170687,0.0172482,0.0174292,0.01773,0.0175232,0.0170687,0.0187804,0.0176175
SAMN04535361,0.0361903,0.0161804,0.0172308,0.0164146,0.0168105,0.0162916,0.0162137,0.016409,0.0208551,0.0160586,0.0160476,0.0192255,0.0194799,0.0184842,0.0143486,0.0141806,0.0141401,0.0148344,0.0137339,0.0159321,0.0145695,0.0143384,0.0149759,0.0145179,0.0143998,0.0138135,0.0137588,0.012791,0.0140694,0.01413,0.0144922,0.0163028,0.0176175,0.0156647,0.0154327,0.0155134,0.0113218,0.0120528,0.0132087,0.0134133,0.0134525,0.0109964,0.0110532,0.012016,0.0120436,0.0113174,0.0145437,0.0119703,0.0112025,0.0116255,0.0114196,0.0114285,0.0113485,0.0113485,0.0113263,0.0114374,0.011384,0.0114821,0.0112422,0.0112201,0.0111189,0.0111497,0.0111409,0.0111409,0.0111497,0.0111497,0.0112908,0.0113218,0.0099584,0.010125,0.0101291,0.0107793,0.00174861,0.0023643,0.00464905,0.00447117,0.0101878,0.00930564,0.00968246,0.00981378,0.00982201,0.00983437,0.0115806,0.0112466,0.0115761,0.00995011,0.0112599,0.0112776,0.0113218,0.0125264,0.0111145,0.0110226,0.0112953,0.0114821,0.0112466,0.011491,0.011313,0.010931,0.012663,0.0115223
SAMN09651894,0.0360116,0.0103901,0.0112069,0.0105261,0.0108615,0.010234,0.010458,0.0107017,0.0155242,0.0100207,0.0104538,0.0126017,0.0130397,0.0121863,0.0171149,0.0169823,0.0171322,0.0179268,0.0154274,0.0181978,0.0171033,0.0167194,0.0168734,0.0164708,0.0163586,0.016125,0.0159595,0.0159321,0.0157844,0.0158062,0.0153043,0.0184414,0.0200298,0.0178073,0.0175703,0.0176589,0.0151183,0.015719,0.0169134,0.0170514,0.0170976,0.017086,0.0163475,0.0164483,0.0170283,0.0159375,0.0190993,0.0175762,0.016657,0.0169536,0.0167991,0.0167991,0.0167024,0.0167024,0.0167081,0.0168105,0.0167592,0.0168848,0.0168734,0.0168391,0.0167422,0.016782,0.0167479,0.0167592,0.0167535,0.0167479,0.016902,0.0169421,0.0163922,0.0165214,0.0158772,0.0161859,0.0165045,0.0173415,0.0164876,0.0162137,0.0165948,0.0165948,0.0162359,0.0164371,0.0164595,0.0164652,0.0157299,0.016623,0.0170514,0.0161804,0.0174058,0.017482,0.0174058,0.018472,0.017289,0.0172366,0.0170053,0.0173356,0.0174996,0.01773,0.017529,0.0171322,0.0188302,0.0176471
SAMN06247719,0.0359048,0.0160476,0.0169881,0.0164371,0.0162805,0.0162137,0.0162805,0.0165102,0.0206059,0.0161194,0.0161693,0.0195825,0.0193842,0.0185826,0.0140341,0.0144819,0.0138785,0.014673,0.0130253,0.0154166,0.0140946,0.0146885,0.0148135,0.0143793,0.0142721,0.0135164,0.0140441,0.0136249,0.0138185,0.0144871,0.0142314,0.0166627,0.0173882,0.0154488,0.0152563,0.0153417,0.0115447,0.0122511,0.0134378,0.013615,0.0136545,0.0116706,0.0111233,0.0117609,0.0119977,0.0111321,0.0047781,0.00192452,0.000833235,0.000508006,0.000310145,0.000298011,0.000210916,0.000208504,0.000201268,0.000324718,0.000276192,0.000388021,0.000748195,0.000835743,0.00061899,0.0006388,0.000616515,0.000621465,0.000631368,0.000636323,0.00077316,0.000835743,0.0110707,0.0113929,0.0108442,0.0115178,0.0113041,0.0123813,0.0109702,0.0105176,0.0115537,0.0113751,0.0112113,0.0113618,0.0113796,0.0113929,0.0120757,0.0116345,0.0119977,0.0108312,0.0118199,0.0117067,0.011639,0.0128529,0.0117609,0.0112113,0.0113707,0.0114955,0.0112776,0.0114731,0.0113307,0.0109354,0.0127862,0.0115268
SAMN07737133,0.0357749,0.0158992,0.0168848,0.0163084,0.0163978,0.0161527,0.0161471,0.0164034,0.0205323,0.0159925,0.0160752,0.0194927,0.0196403,0.0185826,0.0140845,0.0143844,0.0139837,0.0147353,0.0129054,0.0152297,0.0139536,0.014585,0.0146989,0.0142416,0.0141148,0.0137091,0.014029,0.0135164,0.0136942,0.0144254,0.0142212,0.0166344,0.017359,0.0154488,0.0152457,0.015299,0.0114285,0.0121586,0.0133011,0.0134722,0.0135164,0.0115582,0.0109397,0.0116165,0.0119155,0.0110357,0.00507751,0.00175391,0.000611567,0.000785658,0.000574504,0.00058191,0.000576973,0.000599203,0.000596732,0.00059426,0.000544916,0.000658635,0.000194036,0.000278615,8.35527e-05,0.000102712,8.35527e-05,9.79202e-05,1.66754e-05,1.66754e-05,0.000247148,0.000210916,0.0109354,0.011313,0.0106416,0.0113885,0.0111805,0.012228,0.0105219,0.0102424,0.011621,0.0113218,0.0110707,0.0112025,0.0112157,0.011229,0.0119657,0.0115537,0.0119018,0.0106888,0.0116841,0.0118199,0.0117836,0.0129198,0.011639,0.0111453,0.0112466,0.0115537,0.0113573,0.0115716,0.0114196,0.0110182,0.0128672,0.011612
SAMN08016445,0.0360353,0.0172134,0.0171091,0.0160973,0.0176826,0.0177895,0.0176057,0.0179448,0.0220623,0.0172366,0.0173824,0.0203327,0.0204722,0.019346,0.014871,0.0136002,0.013428,0.0134329,0.0118017,0.0133059,0.0122743,0.010719,0.0126488,0.012753,0.0126488,0.0125405,0.0133596,0.0130734,0.0119337,0.0131071,0.0135262,0.0195183,0.0196597,0.0172599,0.0171207,0.0171265,0.0130493,0.0134378,0.0140391,0.0139335,0.0139637,0.0144716,0.0144357,0.0153043,0.0158663,0.0149601,0.0174585,0.0147822,0.0147874,0.0150602,0.0149024,0.0149129,0.0148187,0.0148187,0.0148187,0.0149181,0.0148605,0.0149443,0.0148291,0.0147978,0.0146834,0.0147249,0.0147249,0.0147145,0.0147145,0.0147197,0.01485,0.0148762,0.0147093,0.0141199,0.0134869,0.0136991,0.0151289,0.0159925,0.0146937,0.0144049,0.0153791,0.0149917,0.0141806,0.0142772,0.0142823,0.014267,0.0132913,0.0142212,0.0141908,0.0138885,0.0147874,0.0150971,0.0150285,0.0151607,0.0143282,0.0150232,0.0152297,0.0154059,0.0151766,0.0146626,0.0146108,0.0149969,0.016314,0.015283
SAMN03573271,0.0353536,0.0156106,0.0172715,0.0160586,0.0166457,0.0161637,0.0160255,0.0162972,0.0205056,0.0159485,0.0160752,0.0189424,0.0190301,0.0184047,0.014318,0.0142467,0.0135115,0.0140845,0.0132767,0.015267,0.0137737,0.0139586,0.0143589,0.0139988,0.0139035,0.0134427,0.0139787,0.0132476,0.0136892,0.0141148,0.0137438,0.0166344,0.0173181,0.0154488,0.0152404,0.0152936,0.0104113,0.0110357,0.0122511,0.0124233,0.0124654,0.0116976,0.0114597,0.0120711,0.011639,0.0109702,0.0139235,0.0119337,0.011282,0.0115761,0.0114063,0.0114107,0.0113174,0.011344,0.0113396,0.011433,0.0113529,0.0114642,0.0113707,0.011344,0.011229,0.0112599,0.0112422,0.0112378,0.0112643,0.0112599,0.0114018,0.0114508,0.010424,0.01104,0.0103478,0.0110182,0.0111321,0.0117021,0.0106802,0.0102508,0.0112466,0.0112555,0.0106631,0.0107966,0.0107319,0.0107966,0.00730788,0.000596732,0.000966693,0.00914175,0.00912584,0.0095114,0.00958046,0.010234,0.00905437,0.0089516,0.00898316,0.00937399,0.00912186,0.00989216,0.00930564,0.00889648,0.0105389,0.00941834
SAMN02384241,0.0357749,0.0158882,0.0168734,0.0162972,0.0163922,0.0161527,0.0161471,0.0164034,0.0205256,0.0159815,0.0160642,0.0194927,0.0196339,0.0185887,0.0140845,0.0143844,0.0139737,0.0147249,0.0129054,0.0152297,0.0139536,0.014585,0.0146989,0.0142416,0.0141148,0.0136991,0.014019,0.0135115,0.0136892,0.0144152,0.0142162,0.0166344,0.0173473,0.0154381,0.015235,0.0152883,0.0114285,0.012154,0.0133011,0.0134722,0.0135115,0.0115582,0.0109354,0.0116165,0.0119155,0.0110357,0.00507751,0.00175391,0.000611567,0.000785658,0.000574504,0.00058191,0.000576973,0.00059426,0.000596732,0.00059426,0.000539989,0.000658635,0.000194036,0.000283462,8.35527e-05,0.000102712,8.35527e-05,9.79202e-05,1.66754e-05,1.66754e-05,0.000247148,0.000215742,0.010931,0.0113086,0.0106373,0.0113885,0.0111805,0.012228,0.0105219,0.0102424,0.011621,0.0113174,0.0110663,0.0111981,0.0112157,0.011229,0.0119703,0.0115537,0.0118972,0.0106845,0.0116796,0.0118153,0.0117836,0.0129198,0.0116345,0.0111409,0.0112466,0.0115492,0.0113529,0.0115716,0.0114196,0.0110182,0.0128672,0.0116075
SAMN09396870,0.0355869,0.0153952,0.0163866,0.015422,0.0160476,0.015976,0.0160973,0.0164034,0.0204989,0.0154166,0.0154919,0.018638,0.0188239,0.0178193,0.0141249,0.0141654,0.0135854,0.0143691,0.0125969,0.0151342,0.0138785,0.0133254,0.0143435,0.0138585,0.0137787,0.0128005,0.0134231,0.0129485,0.013083,0.0135262,0.0138485,0.0160421,0.0170283,0.0152404,0.0150443,0.0150866,0.00991697,0.0106073,0.011838,0.012016,0.0120252,0.0110138,0.0101333,0.0104835,0.0113307,0.0107621,0.0141654,0.0116661,0.0109093,0.0112113,0.0110575,0.01104,0.0109571,0.0109746,0.0109746,0.0110838,0.0110138,0.0111057,0.0109093,0.0108615,0.0107405,0.0107793,0.0107362,0.0107534,0.010788,0.0107793,0.0109136,0.0109702,0.00964976,0.00939817,0.000322288,0.00136337,0.0102971,0.0112555,0.0100915,0.0098179,0.0109223,0.0098385,0.00928558,0.00946684,0.00948708,0.00949924,0.0110751,0.010788,0.0111717,0.00909007,0.0105389,0.0104453,0.0103986,0.0114063,0.0103056,0.0102845,0.0103943,0.0107103,0.010441,0.0107146,0.0105389,0.0101501,0.0118653,0.0107966
SAMN04240563,0.0370146,0.0174527,0.0183924,0.0178252,0.0181192,0.0177122,0.017867,0.018222,0.0222264,0.0175173,0.0176944,0.0208145,0.0205858,0.0199383,0.0147249,0.0160311,0.0153845,0.0160531,0.0146264,0.0157136,0.0157626,0.016197,0.016197,0.0158171,0.0156919,0.0153096,0.0157136,0.015347,0.0153524,0.0160863,0.0156485,0.0179448,0.0186937,0.0168791,0.0166797,0.0167365,0.01317,0.0137538,0.0147822,0.0149024,0.0149549,0.0131265,0.012753,0.0132621,0.0132524,0.0128053,0.00980143,0.00727531,0.00639924,0.00610477,0.00616261,0.00616261,0.00617283,0.00618648,0.00618989,0.0061933,0.00612856,0.00619672,0.00635443,0.0064096,0.00621379,0.00625827,0.00623089,0.006248,0.00624115,0.00623431,0.00618648,0.00622063,0.012191,0.0127103,0.0121863,0.0127672,0.0126536,0.0122558,0.0121632,0.0118153,0.012517,0.0126205,0.0122604,0.0125405,0.0125405,0.0125593,0.0134673,0.012564,0.0129485,0.0118153,0.0129102,0.0126961,0.0126536,0.0129485,0.0126205,0.0123394,0.0123068,0.0124093,0.0122372,0.012517,0.012428,0.0120115,0.0135361,0.0124467
SAMN07730941,0.0358221,0.0102634,0.00232858,0.00668793,0.0112025,0.0110619,0.0109528,0.0107534,0.0148971,0.00988389,0.0101291,0.0132136,0.0130157,0.0116616,0.0168334,0.017588,0.0174938,0.018222,0.015828,0.0180468,0.0169593,0.0165948,0.0172482,0.0168105,0.0167081,0.0157517,0.0161693,0.0162248,0.0162415,0.0163922,0.0164146,0.0182888,0.0200887,0.0176116,0.0174409,0.0175055,0.015347,0.0156919,0.0170976,0.017289,0.0173356,0.0165158,0.0157299,0.0162693,0.0169536,0.0159266,0.0188053,0.0169823,0.0161527,0.0165102,0.0162972,0.0163084,0.0162304,0.0162304,0.0162359,0.016314,0.0162693,0.0163698,0.0160035,0.0159595,0.0160531,0.0160863,0.0160807,0.0160918,0.0160697,0.0160752,0.0162081,0.0162526,0.0164764,0.0160752,0.0153898,0.0162693,0.0166117,0.0174585,0.0163475,0.0160145,0.0168105,0.0166854,0.016125,0.0162582,0.0162582,0.0162693,0.0160366,0.0168963,0.0172599,0.0158882,0.0169766,0.0170053,0.0169134,0.0182342,0.0170283,0.0170283,0.0171265,0.0174233,0.0171265,0.0174644,0.0173065,0.0169134,0.0185579,0.0174644
SAMN05578047,0.0361306,0.0167422,0.0174527,0.0164371,0.0173006,0.0174879,0.0173123,0.0176589,0.0217795,0.0168048,0.0171265,0.0200625,0.0199644,0.0193015,0.0152776,0.0148553,0.0146522,0.0151342,0.0129198,0.0158062,0.0148187,0.0138085,0.0147509,0.0147561,0.0146782,0.0139285,0.0143435,0.013719,0.0134673,0.0145334,0.0145231,0.0172076,0.018472,0.0160531,0.0158444,0.0159266,0.0124795,0.0130975,0.0142162,0.0144152,0.0144511,0.0138235,0.0124795,0.0130349,0.0138885,0.0131893,0.0161748,0.0139737,0.0130301,0.0133791,0.0131797,0.0131797,0.0130879,0.0130975,0.0130927,0.0132184,0.013141,0.0132281,0.0132767,0.0132524,0.0130975,0.0131506,0.0131313,0.0131458,0.0131506,0.0131458,0.0133108,0.0133645,0.0126488,0.0123301,0.0117474,0.0123394,0.0132573,0.0142314,0.0131797,0.0129341,0.0138785,0.0129198,0.0124373,0.0126583,0.0126536,0.0126488,0.0135903,0.0133205,0.0139938,0.0123161,0.0138085,0.0135508,0.0135164,0.0145231,0.0135361,0.0133596,0.0135558,0.0138735,0.0135656,0.0138285,0.0138135,0.0133547,0.0148344,0.0138385
