sample,species_sylph,species_miniphy,filename_in_tar_xz,tar_xz,tar_xz_url,tar_xz_md5,tar_xz_size_MB
SAMN29790565,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN29790565.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN29790566,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN29790566.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN29790564,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN29790564.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMEA7026338,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMEA7026338.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11947274,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11947274.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN29019238,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN29019238.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN12147334,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN12147334.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN07955875,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN07955875.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMEA2401489,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMEA2401489.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMEA2401499,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMEA2401499.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMEA2401500,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMEA2401500.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMEA2401495,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMEA2401495.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985659,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985659.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN07581414,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN07581414.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985658,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985658.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985654,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985654.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985662,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985662.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985657,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985657.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985653,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985653.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985652,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985652.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985663,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985663.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985661,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985661.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985660,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985660.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985656,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985656.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN20985655,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN20985655.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN33794263,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN33794263.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN33794250,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN33794250.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN23375433,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN23375433.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN22842839,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN22842839.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN21354379,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN21354379.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN29790555,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN29790555.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN29790550,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN29790550.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11947665,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11947665.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11947755,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11947755.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11947003,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11947003.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337730,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337730.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337740,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337740.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337746,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337746.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337734,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337734.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337738,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337738.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337737,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337737.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337736,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337736.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337741,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337741.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337733,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337733.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337716,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337716.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337720,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337720.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337717,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337717.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337719,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337719.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337728,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337728.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337727,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337727.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337735,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337735.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337732,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337732.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337731,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337731.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337729,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337729.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337722,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337722.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337743,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337743.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337721,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337721.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337745,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337745.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337744,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337744.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337726,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337726.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11337725,Bacillus_A thuringiensis,bacillusa_thuringiensis,atb.assembly.r0.2.batch.97/SAMN11337725.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN18335964,Bacillus_A cereus_AZ,bacillusa_cereusaz,atb.assembly.r0.2.batch.97/SAMN18335964.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN08225686,Bacillus_A cereus_AZ,bacillusa_cereusaz,atb.assembly.r0.2.batch.97/SAMN08225686.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN13721847,Bacillus_A thuringiensis_K,bacillusa_thuringiensisk,atb.assembly.r0.2.batch.97/SAMN13721847.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN00768200,Bacillus_A thuringiensis_K,bacillusa_thuringiensisk,atb.assembly.r0.2.batch.97/SAMN00768200.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN26102237,Bacillus_A thuringiensis_K,bacillusa_thuringiensisk,atb.assembly.r0.2.batch.97/SAMN26102237.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN26102556,Bacillus_A thuringiensis_K,bacillusa_thuringiensisk,atb.assembly.r0.2.batch.97/SAMN26102556.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN26102235,Bacillus_A thuringiensis_K,bacillusa_thuringiensisk,atb.assembly.r0.2.batch.97/SAMN26102235.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN26102232,Bacillus_A thuringiensis_K,bacillusa_thuringiensisk,atb.assembly.r0.2.batch.97/SAMN26102232.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN26102236,Bacillus_A thuringiensis_K,bacillusa_thuringiensisk,atb.assembly.r0.2.batch.97/SAMN26102236.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN26102233,Bacillus_A thuringiensis_K,bacillusa_thuringiensisk,atb.assembly.r0.2.batch.97/SAMN26102233.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN26102231,Bacillus_A thuringiensis_K,bacillusa_thuringiensisk,atb.assembly.r0.2.batch.97/SAMN26102231.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN26102230,Bacillus_A thuringiensis_K,bacillusa_thuringiensisk,atb.assembly.r0.2.batch.97/SAMN26102230.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN29019233,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN29019233.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN09769425,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN09769425.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN08568250,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN08568250.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN12751346,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN12751346.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN03800017,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN03800017.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN17054791,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN17054791.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN04487919,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN04487919.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN12308792,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN12308792.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN12308789,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN12308789.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN25182252,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN25182252.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN19946328,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN19946328.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN25050577,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN25050577.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN16278976,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN16278976.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN30884991,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN30884991.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN02645569,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN02645569.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN30884992,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN30884992.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN14614897,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN14614897.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN11056511,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN11056511.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN10789611,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN10789611.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN03010437,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN03010437.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMEA3643006,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMEA3643006.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN07955877,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN07955877.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN12147329,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN12147329.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMEA3642980,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMEA3642980.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
SAMN23375442,Bacillus_A thuringiensis_S,bacillusa_thuringiensiss,atb.assembly.r0.2.batch.97/SAMN23375442.fa,atb.assembly.r0.2.batch.97.tar.xz,https://osf.io/download/667155cb65e1de5e8a893bf6/,c391c1733ecd20b2f6dd4e3290be88b6,114.5
